fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,19,00000-515370-00000000-,1000-19-00000-515370-00000000-,535 GROUP LLC,2022-01,GOVRN. AFFAIRS RETAINER JAN. 2022,71919,2022-02-08,9000.00
1000,19,00000-515370-00000000-,1000-19-00000-515370-00000000-,535 GROUP LLC,2022-02,GOVEN. AFFAIRS RETAINER FEB. 2022,71919,2022-02-08,9000.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006592,COM TX 012522/I006592,71698,2022-02-01,70.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006592,COM TX 012522/I006592,71698,2022-02-01,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006594,COM TX 012522/I006594,71698,2022-02-01,75.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006594,COM TX 012522/I006594,71698,2022-02-01,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2504,COM TX 011422/2504,71698,2022-02-01,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2511,COM TX 013122/2511,71779,2022-02-01,50.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,253267,Payroll Run 1 - Warrant 220206,71899,2022-02-11,22594.92
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG# 022364,MU TAG TRANSFER EQ.# 022364,71922,2022-02-08,1.25
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,253269,Payroll Run 1 - Warrant 220206,71901,2022-02-11,376.60
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,JAN 2022 STATE TAXES,JANUARY 2022 STATE WITHHOLDING TAXES,71776,2022-02-03,402131.60
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,253261,Payroll Run 1 - Warrant 220206,71902,2022-02-11,366.84
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,253265,Payroll Run 1 - Warrant 220206,71900,2022-02-11,1500.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21442,TRANSLATION SERVICES: JIGUAN- CS# 21-11159314,71701,2022-02-02,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21443,TRANSLATION SERVICES: TOMAS- CS# 21-11159292,71701,2022-02-02,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21448,TRANSLATION SERVICES: ESCOBAR- CS# 21-11156680,71701,2022-02-02,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21446,TRANSLATION SERVICES: CHAVEZ- CS# 21-11157858-7859,71701,2022-02-02,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21447,TRANSLATION SERVICES: MATIAS- CS# 21-11155121,71701,2022-02-02,75.00
1000,52,52500-513010-00000000-,1000-52-52500-513010-00000000-,ALBERTVILLE WOOD PRODUCTS INC,2021-1951,MULCH FOR RESEARCH PARK - WEST,71924,2022-02-08,1360.00
