fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,10,10200-515370-00000000-,1000-10-10200-515370-00000000-,4 MILE POST LLC,1208,VIDEO PRODUCTIONS STATE OF THE CITY,PCard,2021-11-18,5890.00
1000,19,00000-515370-00000000-,1000-19-00000-515370-00000000-,535 GROUP LLC,2021-11,GOVERNMENT AFFAIRS RETAINER - NOV 2021,PCard,2021-11-18,9000.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2094,COM TX 110221/2094,69232,2021-11-09,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2095,COM TX 110221/2095,69232,2021-11-09,50.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,245325,Payroll Run 1 - Warrant 211114,69533,2021-11-19,22542.70
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG #022298,MU TAG  FOR EQUIPMENT #022298,69385,2021-11-15,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG #022264-66,MU TAG FOR EQUIPMENT #022264-022266,69386,2021-11-15,72.75
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,245327,Payroll Run 1 - Warrant 211114,69534,2021-11-19,683.20
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG #094541,MU TAG FOR EQUIPMENT #094541,69554,2021-11-17,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG #022351 & 52,MU TAG FOR EQUIPMENT #022351 & # 022352,PCard,2021-11-18,48.50
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,8767.59
1000,70,70200-515700-00000000-,1000-70-70200-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,3.43
1000,53,53200-515700-PK1010XX-,1000-53-53200-515700-PK1010XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,1.52
1000,53,53200-515700-PK1020XX-,1000-53-53200-515700-PK1020XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,76.93
1000,53,53200-515700-PK1030XX-,1000-53-53200-515700-PK1030XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,0.37
1000,53,53200-515700-PK1040XX-,1000-53-53200-515700-PK1040XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,42.58
1000,53,53200-515700-PK1051XX-,1000-53-53200-515700-PK1051XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,128.43
1000,53,53200-515700-PK1055XX-,1000-53-53200-515700-PK1055XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,3.02
1000,53,53200-515700-PK1057XX-,1000-53-53200-515700-PK1057XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 11/22/21,UT TAX DUE 11/22/21,69531,2021-11-17,1.14
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,335384,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,69387,2021-11-10,130.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,ALEA21002338,"SNAP NON-ENTRIES, FOR 07/01/21-09/30/21",69391,2021-11-15,900.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,245319,Payroll Run 1 - Warrant 211114,69535,2021-11-19,28.59
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,245320,Payroll Run 1 - Warrant 211114,69536,2021-11-19,338.71
1000,75,75100-515370-00000000-,1000-75-75100-515370-00000000-,ALABAMA LINE LOCATION CENTER INC.,1021030,MONTHLY PARTICIPATION ***BLANKET PO***,69389,2021-11-15,2471.67
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,20949,TRANSLATION SERVICES: TREJO- CS# 2021-18913,69390,2021-11-15,60.00
1000,30,30200-515520-00000000-,1000-30-30200-515520-00000000-,ALESHIA LEE,ALESHIA LEE 110821,BLANKET-ZUMBA INSTRUCTOR @ MAX LUTHER CC,69557,2021-11-17,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40088,COM TX 110221/40088,69237,2021-11-09,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40089,COM TX 110221/40089,69237,2021-11-09,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40090,COM TX 110221/40090,69237,2021-11-09,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40094,COM TX 110421/40094,69237,2021-11-09,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40098,COM TX 110821/40098,69558,2021-11-10,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40101,COM TX 111221/40101,69558,2021-11-17,80.00
