fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,42,42100-515430-00000000-,1000-42-42100-515430-00000000-,4 MILE POST LLC,1271,RECRUITING VIDEO,87222,2023-06-06,4800.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,3162,COM TX 053023/3162,87223,2023-06-01,200.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006945,COM TX 053023/I006945,87223,2023-06-01,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006945,COM TX 053023/I006945,87223,2023-06-01,200.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006950,COM TX 053023/I006950,87223,2023-06-01,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006950,COM TX 053023/I006950,87223,2023-06-01,200.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006964,COM TX 060123/I006964,PCard,2023-06-02,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006964,COM TX 060123/I006964,PCard,2023-06-02,185.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006964,COM TX 060123/I006964,PCard,2023-06-02,255.13
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,U1199/084059,MAY 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90000973,2023-06-01,2923.44
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,U1199/084059,MAY 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90000973,2023-06-01,1929.16
1000,17,17100-515250-00000000-,1000-17-17100-515250-00000000-,AGILAIRE LLC,P2022398,SOLE SOURCE AIRVISION SW SUPPORT NR  2023-24,87100,2023-05-30,3787.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,311424,Payroll Run 1 - Warrant 230528,87195,2023-05-31,22615.64
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,ALABAMA COURT REPORTING INC,42055,BLANKET - OUTSIDE LEGAL SERVICES,87226,2023-06-01,795.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,311426,Payroll Run 1 - Warrant 230528,87197,2023-05-31,1338.08
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 5/22/23,UTILITY TAX DUE 5/22/23,87213,2023-05-31,7274.08
1000,70,70200-515700-00000000-,1000-70-70200-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 5/22/23,UTILITY TAX DUE 5/22/23,87213,2023-05-31,9.45
1000,53,53200-515700-PK1020XX-,1000-53-53200-515700-PK1020XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 5/22/23,UTILITY TAX DUE 5/22/23,87213,2023-05-31,1.30
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,MAY STATE TAXES 2023,MAY STATE WITHHOLDING TAXES 2023,87219,2023-06-01,479986.46
1000,52,52100-515790-00000000-,1000-52-52100-515790-00000000-,ALABAMA DEPTARTMENT OF AGRICULTURE,PERMIT 2004512,GROUND APPLICATOR AND RIGHT-OF-WAY PEST CTRL,87225,2023-06-06,90.00
1000,55,55400-515340-00000000-,1000-55-55400-515340-00000000-,ALABAMA INSTITUTE OF DEAF AND BLIND,IVC-249719,T-SHIRT RAGS FOR STOCK,87228,2023-06-01,214.11
1000,43,00000-515790-00000000-,1000-43-00000-515790-00000000-,ALABAMA JUDICIAL COLLEGE,2023 MAGISTRATE CLS,2023 MUNICIPAL MAGISTRATE CLE CLASS,87147,2023-05-30,750.00
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,311422,Payroll Run 1 - Warrant 230528,87196,2023-05-31,1320.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50196,COM TX 060123/50196,PCard,2023-06-02,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50197,COM TX 060123/50197,PCard,2023-06-02,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50198,COM TX 060123/50198,PCard,2023-06-02,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50199,COM TX 060123/50199,PCard,2023-06-02,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50200,COM TX 060123/50200,PCard,2023-06-02,300.00
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALLGAS INC,3493619,FY23 PROPANE BLANKET,87230,2023-06-02,60.19
1000,75,75200-515340-00000000-,1000-75-75200-515340-00000000-,ALLGAS INC,3494009,PROPAE GAS FOR TRUCK ***BLANKET PO***,87230,2023-06-02,119.03
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,AMAZON CAPITAL SERVICES INC,1ML1-41Y9-4TQL,SUPPLIES-ADMIN,90000975,2023-06-01,16.99
1000,30,30100-515790-00000000-,1000-30-30100-515790-00000000-,AMERICAN RED CROSS & ITS CONSTITUENT CHAPTERS,22594346,AMERICAN RED CROSS TRAINING FOR DEPT. (BLANKET),87354,2023-06-01,42.00
1000,30,30600-515340-00000000-,1000-30-30600-515340-00000000-,ANDERS POOL CO INC,60698,BLANKET FOR NON-BID POOL ITEMS,90000976,2023-06-01,74.97
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,61O17923,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,6810.26
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,61O18023,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,5951.35
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,61O18123,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,5270.28
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62H47023,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,6933.20
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62H47223,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,6113.60
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62H47123,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,5919.80
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62S49323,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,4154.66
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62S49423,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,6523.40
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,62S49523,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,5362.40
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,63J34623,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,4264.78
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,63J34723,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,5199.90
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,63J34823,TREE PRUNNING SERVICES 3RD QUARTER - LM (BLANKET),87234,2023-05-30,6933.20
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ATHENS UTILITIES,136-69030-01-0523,2023 BLANKET PO -  UTILITIES  FOR FS #18,90000977,2023-06-02,1014.75
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ATHENS UTILITIES,136-73293-00-0523,2023 BLANKET PO -  UTILITIES  FOR FS #18,90000977,2023-06-02,37.72
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ATHENS UTILITIES,136-69035-00-0523,2023 BLANKET PO -  UTILITIES  FOR FS #18,90000977,2023-06-02,6.84
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ATTORNEY GENERAL OF TEXAS,311436,Payroll Run 1 - Warrant 230528,87198,2023-05-31,133.85
1000,13,13100-515790-00000000-,1000-13-13100-515790-00000000-,AUBURN UNIVERSITY,V0006738,AU GOV & ECON DEVEL INSTITUE CRE TRAINING,87236,2023-06-05,1160.00
1000,43,00000-515340-00000000-,1000-43-00000-515340-00000000-,AXON ENTERPRISE INC,INUS158304,TASERS FOR MUNICIPAL COURT / NETTA  256-427-7803,87237,2023-06-06,3563.72
1000,41,41204-515340-00000000-,1000-41-41204-515340-00000000-,A-Z OFFICE RESOURCE INC,5541787-1,2820 HOLMES AV NW/ TRACEY DUNCAN 256-427-7279,90000972,2023-06-02,7.17
1000,41,41101-515340-00000000-,1000-41-41101-515340-00000000-,A-Z OFFICE RESOURCE INC,5564675-0,820 MEMORIAL PARKWAY NW-JAN TEMPLETON 427-7012,90000972,2023-06-02,444.83
1000,41,41204-515340-00000000-,1000-41-41204-515340-00000000-,A-Z OFFICE RESOURCE INC,5558720-0,2820 HOLMES AVENUE NW-TRACEY DUNCAN 256-427-7279,90000972,2023-06-02,38.08
1000,41,41204-515340-00000000-,1000-41-41204-515340-00000000-,A-Z OFFICE RESOURCE INC,5558720-1,2820 HOLMES AVENUE NW-TRACEY DUNCAN 256-427-7279,90000972,2023-06-02,471.63
1000,41,41101-515340-00000000-,1000-41-41101-515340-00000000-,A-Z OFFICE RESOURCE INC,5547432-0,820 MEMORIAL PARKWAY NW-JAN TEMPLETON 427-7012,90000972,2023-06-02,11.05
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5558223-0,704 FIBER STREET NW / JEFF TOWRY 256-427-7174,90000972,2023-06-02,194.88
1000,41,41110-515340-00000000-,1000-41-41110-515340-00000000-,A-Z OFFICE RESOURCE INC,5558223-0,704 FIBER STREET NW / JEFF TOWRY 256-427-7174,90000972,2023-06-02,75.69
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5523963-0,REPLENISH STOCK FOR SUPPLY,90000972,2023-06-02,400.79
1000,52,52100-515340-00000000-,1000-52-52100-515340-00000000-,A-Z OFFICE RESOURCE INC,5582849-0,NAMEPLATES FOR LM NORTH & SPECIAL EVENTS,90000972,2023-06-02,61.36
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5523613-0,704 FIBER STREET NW/ JEFFREY TOWRY 256-427-7174,90000972,2023-06-05,44.01
1000,41,41306-515340-00000000-,1000-41-41306-515340-00000000-,A-Z OFFICE RESOURCE INC,5523613-0,704 FIBER STREET NW/ JEFFREY TOWRY 256-427-7174,90000972,2023-06-05,8.45
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5577471-2,704 FIBER ST. NW / JEFF TOWRY 256-427-7174,90000972,2023-06-05,186.96
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,A-Z OFFICE RESOURCE INC,5580173-0,308 FOUNTAIN CIR. 6TH FLR.J.COX 2564275284,90000972,2023-06-05,137.17
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5582226-0,704 FIBER STREET NW / JEFFREY TOWRY 256-427-7174,90000972,2023-06-05,50.97
1000,41,41303-515340-00000000-,1000-41-41303-515340-00000000-,A-Z OFFICE RESOURCE INC,5582226-0,704 FIBER STREET NW / JEFFREY TOWRY 256-427-7174,90000972,2023-06-05,44.96
