fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,14,14300-515460-00000000-,1000-14-14300-515460-00000000-,"115 CLINTON AVE E, LLC",10012021,POP: 08/01-10/31 2021/2022 LEASE 115 CLINTON,68500,2021-10-15,3750.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2025,COM TX 100421/2025,68345,2021-10-11,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005946,COM TX 100421/I005946,68345,2021-10-11,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005946,COM TX 100421/I005946,68345,2021-10-11,200.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,240969,Payroll Run 1 - Warrant 211003,68325,2021-10-08,22576.08
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,240971,Payroll Run 1 - Warrant 211003,68327,2021-10-08,767.20
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MU TAG #022295,MU TAG FOR EQUIPMENT #022295,68348,2021-10-08,24.25
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ALABAMA FLAG & BANNER,335301,US NYLON FLAG-TRAINING,68504,2021-10-14,499.50
1000,43,00000-515790-00000000-,1000-43-00000-515790-00000000-,ALABAMA JUDICIAL COLLEGE,21 CRT REF ANNUAL,2021 ANNUAL COURT REFERRAL IN-SERVICE,68455,2021-10-14,1925.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,240963,Payroll Run 1 - Warrant 211003,68328,2021-10-08,314.67
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,240967,Payroll Run 1 - Warrant 211003,68326,2021-10-08,1560.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40052,COM TX 100421/40052,68352,2021-10-11,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40053,COM TX 100421/40053,68352,2021-10-11,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40055,COM TX 100421/40055,68352,2021-10-11,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40056,COM TX 100421/40056,68352,2021-10-11,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40057,COM TX 100421/40057,68352,2021-10-11,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40059,COM TX 100621/40059,68423,2021-10-06,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40060,COM TX 100621/40060,68423,2021-10-06,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40061,COM TX 100621/40061,68423,2021-10-06,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40062,COM TX 100621/40062,68423,2021-10-06,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40065,COM TX 100821/40065,68506,2021-10-15,275.00
1000,19,00000-515400-00000000-,1000-19-00000-515400-00000000-,ALLIED PHOTOCOPY INC,1113782,ANIMAL SERVICE PACKETS FOR OCT 2021 - POSTAGE,68508,2021-10-14,679.43
1000,50,00000-515162-00000000-,1000-50-00000-515162-00000000-,ANIMAL CARE CLINIC & HOSPITAL,653780,BLANKET LISP/RABIES/SPAY/NEUTER,68511,2021-10-15,10.00
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,AT&T,2568814708 10/2/21,FY22 BLANKET PO ATT LEEMAN FERRY ELEVATOR PHONE,68512,2021-10-14,54.46
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,A-Z OFFICE RESOURCE INC,5332274-1,"JENNIFER COX, 308 FOUNTAIN CIRCLE, 2564275034",68346,2021-10-11,4.23
1000,41,41305-515340-00000000-,1000-41-41305-515340-00000000-,A-Z OFFICE RESOURCE INC,5337453-0,5365 TRIANA BLVD-MACKENZIE ANDERSON 256-427-7145,68502,2021-10-14,453.30
1000,41,41204-515340-00000000-,1000-41-41204-515340-00000000-,A-Z OFFICE RESOURCE INC,5337098-0,2820 HOLMES AVENUE NW-TRACEY DUNCAN 256-427-7279,68502,2021-10-14,1411.23
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5337097-0,704 FIBER STREET NW-ZAC GOSHERT 256-427-7034,68502,2021-10-14,34.05
1000,74,74100-515340-00000000-,1000-74-74100-515340-00000000-,A-Z OFFICE RESOURCE INC,5337842-0,K GOSA;308 FOUNTAIN CIR 2ND FL;2564275100,68502,2021-10-14,230.22
1000,74,74300-515340-00000000-,1000-74-74300-515340-00000000-,A-Z OFFICE RESOURCE INC,5337842-0,K GOSA;308 FOUNTAIN CIR 2ND FL;2564275100,68502,2021-10-14,242.92
1000,41,41100-515340-00000000-,1000-41-41100-515340-00000000-,A-Z OFFICE RESOURCE INC,5337097-1,704 FIBER STREET NW-ZAC GOSHERT 256-427-7034,68502,2021-10-14,151.20
1000,14,14300-515460-00000000-,1000-14-14300-515460-00000000-,BAILEY COVE LLC,102021,2022 LEASE SOUTH PRECINCT,68357,2021-10-07,13134.58
1000,53,53200-515340-00000000-,1000-53-53200-515340-00000000-,BLAIR AND SONS INC,89542,KEYS FOR PARKING GARAGES,68426,2021-10-12,40.80
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,BONNIE J MACIORSKI,3856 1ST SESSION,FOR DDC 4 HRS ON 10/4/21 CLASS #3856 1ST SESSION,68360,2021-10-08,100.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,BONNIE J MACIORSKI,3858 1ST SESSION,INSTR. FOR DDC 4HR. CLASS 100621 3858 1ST SESSION,68516,2021-10-14,100.00
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519147,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,765.00
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519148,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,1032.50
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519149,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,1450.00
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519150,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,3371.30
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519151,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,2175.00
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519152,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,242.50
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,"BRADLEY ARANT BOULT CUMMINGS, LLP",1519153,BLANKET - OUTSIDE LEGAL SERVICES,68517,2021-10-15,7120.00
1000,50,00000-515161-00000000-,1000-50-00000-515161-00000000-,BUTLER ANIMAL HEALTH HOLDING COMPANY LLC,VJ70272,ANIMAL MEDICAL DRUGS NOT ON CONTRACT(BLANKET),68526,2021-10-14,52.64
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,CALIFORNIA STATE DISBURSEMENT UNIT,240964,Payroll Run 1 - Warrant 211003,68329,2021-10-08,92.30
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,CELLCO PARTNERSHIP,9890401739,POP  9/11-10/10/21 VERIZON SERVICES COH BY ITS,68634,2021-10-15,411.79
1000,50,00000-515162-00000000-,1000-50-00000-515162-00000000-,CHASE ANIMAL CLINIC INC,563899,BLANKET LISP/SPAY/NEUTER/RABIES/MEDICAL/SICK/INJU,68429,2021-10-12,60.00
1000,50,00000-515163-00000000-,1000-50-00000-515163-00000000-,CHASE ANIMAL CLINIC INC,559666,BLANKET LISP/SPAY/NEUTER/RABIES/MEDICAL/SICK/INJU,68520,2021-10-14,280.00
1000,50,00000-515163-00000000-,1000-50-00000-515163-00000000-,CHASE ANIMAL CLINIC INC,568467,BLANKET LISP/SPAY/NEUTER/RABIES/MEDICAL/SICK/INJU,68520,2021-10-14,230.00
1000,30,30200-515340-00000000-,1000-30-30200-515340-00000000-,CINTAS,4095236264,JANITORIAL SERVICES-OPTIMIST & BRAHAN SPRING,68363,2021-10-07,8.50
1000,30,30200-515340-00000000-,1000-30-30200-515340-00000000-,CINTAS,4095346617,JANITORIAL SERVICES-OPTIMIST & BRAHAN SPRING,68363,2021-10-07,23.23
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,CIRCUIT COURT OF LIMESTONE COUNTY AL,240981,Payroll Run 1 - Warrant 211003,68330,2021-10-08,427.37
1000,00,00000-210310-00000000-,1000-00-00000-210310-00000000-,COLLEGE COUNTS 529 FUND,240972,Payroll Run 1 - Warrant 211003,68331,2021-10-08,1640.00
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,8396900011601644921,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68364,2021-10-11,12.63
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,8396900010179519921,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68364,2021-10-11,71.19
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,8396900010958623921,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68364,2021-10-11,90.07
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,83969000115966531021,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68364,2021-10-11,51.44
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,83969000105531011021,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68364,2021-10-11,12.63
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,83969000100287731021,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68430,2021-10-13,21.05
1000,17,17100-515070-00000000-,1000-17-17100-515070-00000000-,COMCAST OF ALABAMA INC,83969000116435541021,FY22 BLANKET PO FOR COMCAST CABLE SERVICES COH,68524,2021-10-14,139.36
1000,19,00000-502150-00000000-,1000-19-00000-502150-00000000-,CORVEL CORPORATION,100421-HUNT,SUP FOR MEDICAL BILL ON CLAIM #1223-WC-21-0000103,68366,2021-10-08,7445.52
1000,12,12100-515340-00000000-,1000-12-12100-515340-00000000-,DATAPRO LLC,5035413,DATAPRO LLC - CHECKS FOR CITY PRINTING,PCard,2021-10-04,787.70
1000,14,14300-515460-00000000-,1000-14-14300-515460-00000000-,DCSC LLC,102021,2022 BLANKET -2227 DRAKE AVE SUITE 26 LEASE,68368,2021-10-07,4585.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,DEBRA KIZER CIRCUIT CLERK,240975,Payroll Run 1 - Warrant 211003,68336,2021-10-08,376.99
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,DEBRA KIZER CIRCUIT CLERK   CV CASES,240976,Payroll Run 1 - Warrant 211003,68337,2021-10-08,355.25
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,DISTRICT COURT OF MADISON COUNTY,240974,Payroll Run 1 - Warrant 211003,68335,2021-10-08,304.62
1000,14,14300-515460-00000000-,1000-14-14300-515460-00000000-,DRAKE & HARLAN PROPERTIES INC,102021,2022 BLANKET WAREHOUSE LEASE 12TH AVENUE,68371,2021-10-07,2583.75
1000,17,17100-515250-00000000-,1000-17-17100-515250-00000000-,DUNCAN PARKING TECH,DPT041696,FY22 BLANKET PO SOLE SOURCE DUNCAN SW SERVICES PK,68531,2021-10-14,936.00
1000,30,30100-514010-00000000-,1000-30-30100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,25.66
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,86.05
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,280.64
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,2294.05
1000,42,42100-514010-00000000-,1000-42-42100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,466.84
1000,53,53200-514010-00000000-,1000-53-53200-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,48.39
1000,75,75100-514010-00000000-,1000-75-75100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07184,FUELING TRANS DATED 100221,68372,2021-10-02,74.57
1000,30,30100-514010-00000000-,1000-30-30100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,39.61
1000,30,30100-514010-00000000-,1000-30-30100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,73.57
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,28.85
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,32.51
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,59.08
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,171.10
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,2817.08
1000,42,42100-514010-00000000-,1000-42-42100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,29.08
1000,42,42100-514010-00000000-,1000-42-42100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,125.55
1000,52,52100-514010-00000000-,1000-52-52100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07190,FUELING TRANS DATED 100321,68372,2021-10-03,54.75
1000,00,00000-610039-00000000-,1000-00-00000-610039-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,28.85
1000,12,12100-514010-00000000-,1000-12-12100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,30.06
1000,14,14100-514010-00000000-,1000-14-14100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,322.60
1000,30,30100-514010-00000000-,1000-30-30100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,29.08
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,79.44
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,136.63
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,296.96
1000,41,41100-514010-00000000-,1000-41-41100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,3066.19
1000,42,42100-514010-00000000-,1000-42-42100-514010-00000000-,DUTCH OIL COMPANY INC,CFN-07196,FUELING TRANS DATED 100421,68372,2021-10-04,51.57
