fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,42,42200-515310-00000000-,1000-42-42200-515310-00000000-,"ACUITY SPECIALTY PRODUCTS, INC.",9008902094,ZEP HEAD TO TOE SOAP,89775,2023-09-05,252.73
1000,00,00000-231402-00000000-,1000-00-00000-231402-00000000-,ADMINISTRATIVE OFFICE OF COURTS,AUGUST 2023,AUGUST 2023 MONTHLY REPORT,90095,2023-09-12,10755.06
1000,30,30100-515670-00000000-,1000-30-30100-515670-00000000-,ADOLPH KIEFER & ASSOCIATES LLC,INV001347095,SWIMSUIT UNIFORMS FOR AQUATICS,89713,2023-08-29,383.75
1000,41,41101-515790-00000000-,1000-41-41101-515790-00000000-,ALABAMA ASSOCIATION OF POLYGRAPH EXAMINERS,2023 ANNUAL SEMINAR,REGISTRATION FEE FOR 2023 ANNUAL SEMINAR,89943,2023-09-12,1000.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,323391,Payroll Run 1 - Warrant 230903,89923,2023-09-07,23235.95
1000,00,00000-231405-00000000-,1000-00-00000-231405-00000000-,ALABAMA CRIME VICTIMS COMPENSATION COMMISSION,AUGUST 2023,AUGUST 2023 MONTHLY REPORT,89945,2023-09-12,1732.00
1000,00,00000-231404-00000000-,1000-00-00000-231404-00000000-,ALABAMA CRIME VICTIMS COMPENSATION COMMISSION,AUGUST 2023,AUGUST 2023 MONTHLY REPORT,89945,2023-09-12,1360.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,323393,Payroll Run 1 - Warrant 230903,89925,2023-09-07,1048.88
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,7646.95
1000,53,00000-515700-PK1065XX-,1000-53-00000-515700-PK1065XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,23.75
1000,53,53200-515700-PK1010XX-,1000-53-53200-515700-PK1010XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,0.25
1000,53,53200-515700-PK1020XX-,1000-53-53200-515700-PK1020XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,104.34
1000,53,53200-515700-PK1030XX-,1000-53-53200-515700-PK1030XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,0.81
1000,53,53200-515700-PK1040XX-,1000-53-53200-515700-PK1040XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,52.93
1000,53,53200-515700-PK1051XX-,1000-53-53200-515700-PK1051XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,38.81
1000,53,53200-515700-PK1055XX-,1000-53-53200-515700-PK1055XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,3.24
1000,53,53200-515700-PK1057XX-,1000-53-53200-515700-PK1057XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,2.32
1000,53,53200-515700-PK1060XX-,1000-53-53200-515700-PK1060XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,121.04
1000,70,70200-515700-00000000-,1000-70-70200-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 7/20/23,UTILITY TAX DUE 7/20/23,89773,2023-08-29,6.98
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,AUG 2023 STATE TAX,AUG 2023 STATE WITHHOLDING TAX,89774,2023-09-01,487209.70
1000,55,55400-515340-00000000-,1000-55-55400-515340-00000000-,ALABAMA INSTITUTE OF DEAF AND BLIND,IVC-260402,T-SHIRT RAGS FOR STOCK,89779,2023-09-05,210.30
1000,43,00000-515790-00000000-,1000-43-00000-515790-00000000-,ALABAMA JUDICIAL COLLEGE,2023 COURT REFERRAL,2023 COURT REFERRAL / ANNYAL IN-SERVICE CONF,89712,2023-08-29,1750.00
1000,75,75100-515370-00000000-,1000-75-75100-515370-00000000-,ALABAMA LINE LOCATION CENTER INC.,0823101,POP 07/31/23-08/30/23 MONTHLY PARTICIPATION,89947,2023-09-12,2418.60
1000,00,00000-231300-00000000-,1000-00-00000-231300-00000000-,ALABAMA PEACE OFFICERS,AUGUST 2023,AUGUST 2023 MONTHLY REPORT,89946,2023-09-12,4330.00
1000,00,00000-231301-00000000-,1000-00-00000-231301-00000000-,ALABAMA PEACE OFFICERS,AUGUST 2023,AUGUST 2023 MONTHLY REPORT,89946,2023-09-12,931.00
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,323388,Payroll Run 1 - Warrant 230903,89924,2023-09-07,1260.00
1000,51,00000-513010-00000000-,1000-51-00000-513010-00000000-,ALBERTVILLE MULCH COMPANY LLC,14226-MULCH,MULCH FOR CEMETERY,90001587,2023-09-12,310.00
1000,51,00000-513010-00000000-,1000-51-00000-513010-00000000-,ALBERTVILLE MULCH COMPANY LLC,14226-FGT,FREIGHT FOR MULCH,90001587,2023-09-12,375.00
1000,30,30200-515370-00000000-,1000-30-30200-515370-00000000-,ALESHIA LEE,A.LEE-080923,POP: 07/13/23-08/08/23-ZUMBA INSTR FEES MAX LUTHER,89780,2023-09-05,100.00
1000,42,42100-520500-00000000-,1000-42-42100-520500-00000000-,ALL HANDS FIRE EQUIPMENT,INV19346,SPEC OPS GRIP HOIST,89948,2023-09-12,11090.98
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50323,COM TX 082223/50323,89663,2023-08-29,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50324,COM TX 082223/50324,89663,2023-08-29,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50328,COM TX 082523/50328,89781,2023-09-05,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50329,COM TX 082523/50329,89781,2023-09-05,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,50330,COM TX 082523/50330,89781,2023-09-05,300.00
1000,74,74200-515340-00000000-,1000-74-74200-515340-00000000-,ALLEN PRECISION EQUIPMENT INC,INV/2023/06270,SURVEYING EQUIPMENT AND MODULE,89782,2023-09-05,5809.50
1000,75,75200-515340-00000000-,1000-75-75200-515340-00000000-,ALLGAS INC,3600398,PROPAE GAS FOR TRUCK ***BLANKET PO***,89783,2023-09-05,125.77
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALLGAS INC,3597499,FY23 PROPANE BLANKET,89949,2023-09-12,64.22
1000,52,52700-513010-00000000-,1000-52-52700-513010-00000000-,ALLIANCE SAND INCORPORATED - HUNTSVILLE PORT,161178,TOP DRESS SAND FOR SOUTH MAINTENANCE (DANIEL),89950,2023-09-12,8869.12
1000,50,00000-515340-00000000-,1000-50-00000-515340-00000000-,ALLIED PHOTOCOPY INC,1161284,BLANKET PO FOR ANIMAL LICENSE RENEWALS,89951,2023-09-12,243.10
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ALLIED SUPPLY CO INC,399351,TRENCH PROJECT PIPE,89784,2023-09-05,2194.75
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,ALLSTATE BENEFITS,M0116446235 8/06/23,PPE 8/06/23 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,89665,2023-08-29,10457.30
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,ALLSTATE BENEFITS,M0116446235 8/06/23,PPE 8/06/23 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,89665,2023-08-29,8125.36
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,ALLSTATE BENEFITS,M0116446235 8/20/23,PPE 8/20/23 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,89665,2023-08-29,10377.78
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,ALLSTATE BENEFITS,M0116446235 8/20/23,PPE 8/20/23 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,89665,2023-08-29,8075.68
1000,52,52900-515340-00000000-,1000-52-52900-515340-00000000-,AMAZON CAPITAL SERVICES INC,1GPP-K3KT-7JKV,MOUNTING TAPE - GREEN TEAM,90001497,2023-08-29,27.98
1000,52,52900-515520-00000000-,1000-52-52900-515520-00000000-,AMAZON CAPITAL SERVICES INC,1X9W-6GGV-3GDL,NAME BADGES FOR GREEN TEAM,90001497,2023-08-29,27.99
1000,12,12100-515340-00000000-,1000-12-12100-515340-00000000-,AMAZON CAPITAL SERVICES INC,1LCR-MQ4H-PRJP,SENSEI LCD CLEANING,90001497,2023-08-29,14.47
1000,42,42200-515130-00000000-,1000-42-42200-515130-00000000-,AMAZON CAPITAL SERVICES INC,199K-LQ6H-1QC7,KITCHEN SUPPLIES,90001497,2023-08-29,104.88
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,AMAZON CAPITAL SERVICES INC,1XTQ-CDHD-GHVY,EXTRICATION BLANKETS,90001497,2023-08-29,439.80
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,AMAZON CAPITAL SERVICES INC,1CKC-FHN6-TVWQ,HARD HATS FOR FIRE MARSHAL,90001537,2023-09-05,979.86
