fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,1786,COM TX 101221/1786,68501,2021-10-18,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005968,COM TX 101521/I005968,68767,2021-10-20,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005968,COM TX 101521/I005968,68767,2021-10-20,200.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005993,COM TX 101521/I005993,68767,2021-10-20,125.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005993,COM TX 101521/I005993,68767,2021-10-20,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2073,COM TX 102021/2073,PCard,2021-10-26,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006046,COM TX 102021/I006046,PCard,2021-10-26,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006046,COM TX 102021/I006046,PCard,2021-10-26,200.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AIR ESSENTIALS INC,COH092301,CAVALARY HILL ANNEX -MOLD CLASSROOM DUCTS,68653,2021-10-19,1810.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,242286,Payroll Run 1 - Warrant 211017,68746,2021-10-22,22699.32
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,242288,Payroll Run 1 - Warrant 211017,68747,2021-10-22,804.82
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,6766.21
1000,53,53200-515700-PK1020XX-,1000-53-53200-515700-PK1020XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,67.79
1000,53,53200-515700-PK1030XX-,1000-53-53200-515700-PK1030XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,0.19
1000,53,53200-515700-PK1040XX-,1000-53-53200-515700-PK1040XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,37.65
1000,53,53200-515700-PK1060XX-,1000-53-53200-515700-PK1060XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,102.01
1000,53,53200-515700-PK1051XX-,1000-53-53200-515700-PK1051XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,3.91
1000,53,53200-515700-PK1055XX-,1000-53-53200-515700-PK1055XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,2.48
1000,53,53200-515700-PK1057XX-,1000-53-53200-515700-PK1057XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 10/20/21,UT TAX DUE 10/20/21,68649,2021-10-21,1.79
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,242281,Payroll Run 1 - Warrant 211017,68748,2021-10-22,323.44
1000,75,75100-515370-00000000-,1000-75-75100-515370-00000000-,ALABAMA LINE LOCATION CENTER INC.,0921073,MONTHLY PARTICIPATION ***BLANKET PO***,68655,2021-10-19,2471.67
1000,52,52300-515340-00000000-,1000-52-52300-515340-00000000-,ALBERTVILLE MULCH COMPANY LLC,7637,MULCH (CENTRAL DIVISION),PCard,2021-10-26,1400.00
1000,52,52300-515340-00000000-,1000-52-52300-515340-00000000-,ALBERTVILLE MULCH COMPANY LLC,7675,MULCH (CENTRAL DIVISION),PCard,2021-10-26,1400.00
