fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,19,00000-515370-00000000-,1000-19-00000-515370-00000000-,535 GROUP LLC,2023-07,GOV AFFAIRS RETAINER JULY 2023,88890,2023-08-08,9000.00
1000,19,00000-515370-00000000-,1000-19-00000-515370-00000000-,535 GROUP LLC,2023-08,GOV AFFAIRS RETAINER-08/23,88890,2023-08-08,9000.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,3373,COM TX 073123/3373,88891,2023-08-08,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004374,COM TX 073123/I004374,88891,2023-08-08,90.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004374,COM TX 073123/I004374,88891,2023-08-08,150.00
1000,00,00000-231402-00000000-,1000-00-00000-231402-00000000-,ADMINISTRATIVE OFFICE OF COURTS,JULY 2023 MONTHLY,POP: 07/01/23-07/31/23 JULY 2023 MONTHLY REPORT,89024,2023-08-08,12324.88
1000,30,30600-515340-00000000-,1000-30-30600-515340-00000000-,ADOLPH KIEFER & ASSOCIATES LLC,INV001341309,REPLACEMENT RESCUE TUBES,88807,2023-08-01,246.00
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,U1199/797341,JULY 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90001332,2023-08-08,2778.24
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,U1199/797341,JULY 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90001332,2023-08-08,1883.10
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AIR ESSENTIALS INC,167905 FS 03,2023 BLANKET PO DUCT WORK & VENT CLEANING,88730,2023-08-01,275.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AIR ESSENTIALS INC,I230724786,2023 BLANKET PO DUCT WORK & VENT CLEANING,88730,2023-08-01,275.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AIR ESSENTIALS INC,I230726796,2023 BLANKET PO DUCT WORK & VENT CLEANING,88730,2023-08-01,275.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,319914,Payroll Run 1 - Warrant 230806,89067,2023-08-10,23031.03
1000,00,00000-231404-00000000-,1000-00-00000-231404-00000000-,ALABAMA CRIME VICTIMS COMPENSATION COMMISSION,JULY 2023,POP 07/01/23-07/31/23 MONTHLY REPORT,88892,2023-08-08,1360.00
