fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,50,00000-515370-00000000-,1000-50-00000-515370-00000000-,AL STATE BOARD OF VETERINARY MEDICAL EXAMINERS,ACTIVE LIC RENEW-23,2023 DVM ACTIVE LICENSE RENEWAL,82000.0,2022-11-21,820.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,289337,Payroll Run 1 - Warrant 221127,82199.0,2022-11-29,22899.31
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ALABAMA DEPARTMENT OF PUBLIC HEALTH OFFICE OF EMS,EMT LICENSES-11/22,EMT LICENSES FOR 11 FIREFIGHTERS,82114.0,2022-11-29,132.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,289339,Payroll Run 1 - Warrant 221127,82201.0,2022-11-29,1269.34
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,289335,Payroll Run 1 - Warrant 221127,82200.0,2022-11-29,1380.00
1000,52,52500-513010-00000000-,1000-52-52500-513010-00000000-,ALBERTVILLE MULCH COMPANY LLC,10283,PINE BARK FOR RESEARCH PARK - WEST MAINTENANCE,82115.0,2022-11-29,1400.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49758,COM TX 112122/49758,82116.0,2022-11-29,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49759,COM TX 112122/49759,82116.0,2022-11-29,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49760,COM TX 112122/49760,82116.0,2022-11-29,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49761,COM TX 112122/49761,82116.0,2022-11-29,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49762,COM TX 112122/49762,82116.0,2022-11-29,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49763,COM TX 112122/49763,82116.0,2022-11-29,300.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49764,COM TX 112122/49764,82116.0,2022-11-29,80.00
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALLGAS INC,3193474,FY23 PROPANE BLANKET,81868.0,2022-11-21,88.80
1000,52,52300-513010-00000000-,1000-52-52300-513010-00000000-,ALLIANCE SAND INCORPORATED - HUNTSVILLE PORT,155774,TOP DRESS SAND FOR JOHN HUNT PARK - SPORTS,82012.0,2022-11-28,4400.00
1000,55,55400-515340-00000000-,1000-55-55400-515340-00000000-,ALLIED PHOTOCOPY INC,1140466,LAMINATED MAINT MAPS FOR PWS,81869.0,2022-11-21,116.50
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,35607,2023 BLANKET PO OVERHEAD DOOR REPAIR,82013.0,2022-11-28,335.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,35606,2023 BLANKET PO OVERHEAD DOOR REPAIR,82013.0,2022-11-28,435.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,35608,2023 BLANKET PO OVERHEAD DOOR REPAIR,82013.0,2022-11-28,303.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,35611,2023 BLANKET PO OVERHEAD DOOR REPAIR,82117.0,2022-11-29,1221.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,35640,2023 BLANKET PO OVERHEAD DOOR REPAIR,82117.0,2022-11-30,303.00
