fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,17,17300-520200-00000000-,1000-17-17300-520200-00000000-,10ZIG TECHNOLOGY INC,81079,QUOTE 20997 SOLE SOURCE IT-HARDWARE,76749,2022-06-28,2256.02
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004780,COM TX 063022/I004780,76877,2022-07-01,65.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004780,COM TX 063022/I004780,76877,2022-07-01,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006584B,COM TX 011322/I006584B,76972,2022-07-06,295.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2557,COM TX 070622/2557,77081,2022-07-07,75.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004828,COM TX 070622/I004828,77081,2022-07-07,60.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004828,COM TX 070622/I004828,77081,2022-07-07,115.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2649,COM TX 071322/2649,PCard,2022-07-14,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2650,COM TX 071322/2650,PCard,2022-07-14,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004820,COM TX 071322/I004820,PCard,2022-07-14,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004820,COM TX 071322/I004820,PCard,2022-07-14,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004820,COM TX 071322/I004820,PCard,2022-07-14,195.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004852,COM TX 071322/I004852,PCard,2022-07-14,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004852,COM TX 071322/I004852,PCard,2022-07-14,185.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004852,COM TX 071322/I004852,PCard,2022-07-14,200.00
1000,00,00000-231402-00000000-,1000-00-00000-231402-00000000-,ADMINISTRATIVE OFFICE OF COURTS,MAY 2022 MONTHLY,MAY 2022 MONTHLY REPORT,76725,2022-06-27,15999.90
1000,30,30600-515340-00000000-,1000-30-30600-515340-00000000-,ADOLPH KIEFER & ASSOCIATES LLC,INV001220603,LIFESAVING/LIFEGUARD EQUIPMENT,77160,2022-07-08,451.50
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ADORAMA INC,31436058,DRONE BATTERIES,76751,2022-06-28,151.92
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ADORAMA INC,31259913,DRONE BATTERIES,PCard,2022-07-15,1900.00
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,703984,PPE 6/12/22 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,76974,2022-07-06,1648.97
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,703984,PPE 6/12/22 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,76974,2022-07-06,1146.62
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AIR ESSENTIALS INC,I220712606,2022 BLANKET-MISC. LOCATIONS AIR DUCT/DRYER VENT,PCard,2022-07-14,5788.00
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,AIR HYDRO POWER INC,272031,AIR HYDRO POWER INC   FUEL TRANSFER EQUIPMENT FOR,PCard,2022-07-01,101.47
1000,17,17100-515250-00000000-,1000-17-17100-515250-00000000-,AIRDATA UAV INC,248612-20220623,SOLE SOURCE AIRDATA YEARLY RENEWAL FOR PD,76752,2022-06-29,8620.00
1000,16,16100-515370-00000000-,1000-16-16100-515370-00000000-,ALABAMA ASSOCIATION OF PUBLIC,MEMBERSHIP DUES 2022,MEMBERSHIP DUES FOR HR-AAPPA,76621,2022-06-27,425.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,270757,Payroll Run 1 - Warrant 220626,76855,2022-07-01,22018.62
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,272620,Payroll Run 1 - Warrant 220710,77325,2022-07-15,22538.32
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,ALABAMA COURT REPORTING INC,38087,BLANKET - OUTSIDE LEGAL SERVICES,76976,2022-07-05,279.00
1000,00,00000-231404-00000000-,1000-00-00000-231404-00000000-,ALABAMA CRIME VICTIMS COMPENSATION COMMISSION,MAY 2022,MAY 2022 MONTHLY REPORT,76619,2022-06-27,1760.00
1000,00,00000-231405-00000000-,1000-00-00000-231405-00000000-,ALABAMA CRIME VICTIMS COMPENSATION COMMISSION,MAY 2022,MAY 2022 MONTHLY REPORT,76619,2022-06-27,2668.00
1000,19,00000-502160-00000000-,1000-19-00000-502160-00000000-,ALABAMA DEPARTMENT OF LABOR,Q2 2022 UNEMPL TAX,AL STATE UNEMPL TAX Q2 2022,76969,2022-07-05,26379.27
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG 30685-7,MU TAG TRANSFER-EQUIPMENT 30685-30687,76623,2022-06-27,3.75
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,270759,Payroll Run 1 - Warrant 220626,76857,2022-07-01,1210.47
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 80421,MU TAG FOR EQUIPMENT# 80421,76879,2022-06-30,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 080419,MU TAG FOR EQUIP# 080419,77084,2022-07-07,24.25
