fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,17,17300-520200-00000000-,1000-17-17300-520200-00000000-,10ZIG TECHNOLOGY INC,78761,QUOTE 19921 ITS,69800,2021-11-29,736.00
1000,17,17300-520300-00000000-,1000-17-17300-520300-00000000-,10ZIG TECHNOLOGY INC,78761,QUOTE 19921 ITS,69800,2021-11-29,75.00
1000,42,42100-515430-00000000-,1000-42-42100-515430-00000000-,"4IMPRINT, INC.",21895790,RECRUITING MATERIALS-LESLEY EASTER,PCard,2021-12-02,512.61
1000,17,17100-515250-00000000-,1000-17-17100-515250-00000000-,ADVANCED CUTTING SYSTEMS,4932,ADVANCED CUTTING SYSTEM FLEXI SW UPGRADE FOR TE,PCard,2021-12-02,1599.20
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,611503,PPE 10/3/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69661,2021-11-22,1904.51
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,611503,PPE 10/3/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69661,2021-11-22,1301.25
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,729695,PPE 10/17/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69661,2021-11-22,1873.59
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,729695,PPE 10/17/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69661,2021-11-22,1285.09
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,993776,PPE 10/31/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69802,2021-11-29,1873.59
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,993776,PPE 10/31/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69802,2021-11-29,1285.09
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,020968,PPE 11/14/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69802,2021-11-29,1847.79
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,020968,PPE 11/14/21 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,69802,2021-11-29,1268.20
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,246447,Payroll Run 1 - Warrant 211128,69983,2021-12-03,22786.85
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,EQUIP-022297,MU TAG FOR EQUIP.# 022297 2021 FORD ECOSPORT/PARKI,69901,2021-11-30,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,EQUIP #80411,MU TAG FOR EQUIOP# 80411 CAROLINA TRAIL PW,69900,2021-11-30,1.25
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,246449,Payroll Run 1 - Warrant 211128,69985,2021-12-03,566.63
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,NOV STATE TAX 2021,NOVEMBER 2021 STATE WITHHOLDING TAXES,69895,2021-12-01,396777.82
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,335534,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,69902,2021-12-01,78.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,246441,Payroll Run 1 - Warrant 211128,69986,2021-12-03,358.25
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,T.RILEY AMAA MEM APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,M.CATES AMAA MEM APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,M.PITTS AMAA MEM APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,J.BOUSTANI AMAA APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,E.BLAIR AMAA MEM APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,J.RIZZARDI AMAA MEM,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,M.LONG AMAA MEM APP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,W.ABOKO-COLE AMAA ME,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,J.HOLLEY AMAA MEM AP,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,E.DAWKINS AMAA MEM,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,18,00000-515340-00000000-,1000-18-00000-515340-00000000-,ALABAMA LEAGUE OF MUNICIPALITIES,P.BLALOCK AMAA MEM A,2022 DUES FOR ALL ATTORNEYS,PCard,2021-12-02,75.00
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,246445,Payroll Run 1 - Warrant 211128,69984,2021-12-03,1560.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40109,COM TX 111821/40109,69803,2021-11-24,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40110,COM TX 111821/40110,69803,2021-11-24,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40111,COM TX 111821/40111,69803,2021-11-24,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40112,COM TX 111821/40112,69803,2021-11-24,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40113,COM TX 111821/40113,69803,2021-11-24,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40114,COM TX 111821/40114,69803,2021-11-24,40.00
1000,75,75200-515340-00000000-,1000-75-75200-515340-00000000-,ALL SHARPE INC,2715575,PROPANE FOR SIGN TRUCK ***BLANKET PO***,69903,2021-12-01,145.92
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALL SHARPE INC,2699114,FY22 PROPANE BLANKET,PCard,2021-12-02,60.91
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALL SHARPE INC,2680260,FY22 PROPANE BLANKET,PCard,2021-12-02,56.73
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALL SHARPE INC,2707039,FY22 PROPANE BLANKET,PCard,2021-12-02,16.49
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,ALLSTATE BENEFITS,M0116446265 10/3/21,PPE 10/3/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,10179.02
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,ALLSTATE BENEFITS,M0116446265 10/3/21,PPE 10/3/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,7980.98
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,ALLSTATE BENEFITS,M0116446293 10/17/21,PPE 10/17/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,10090.02
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,ALLSTATE BENEFITS,M0116446293 10/17/21,PPE 10/17/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,7914.60
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,ALLSTATE BENEFITS,M0116446293 10/31/21,PPE 10/31/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,10091.76
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,ALLSTATE BENEFITS,M0116446293 10/31/21,PPE 10/31/21 ALLSTATE CANCER/OFF-THE-JOB ACCIDENT,69804,2021-11-29,7918.64
