fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,14,14310-515370-00000000-,1000-14-14310-515370-00000000-,A B WILDLIFE REMOVAL LLC,313235,FIRE STATION 13-165317 SKUNK REMOVAL,PCard,2023-03-22,395.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,3288,COM TX 031023/3288,85053,2023-03-13,75.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006431,COM TX 031023/I006431,85053,2023-03-13,75.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006431,COM TX 031023/I006431,85053,2023-03-13,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006433,COM TX 031023/I006433,85053,2023-03-13,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006433,COM TX 031023/I006433,85053,2023-03-13,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006443,COM TX 031023/I006443,85053,2023-03-13,75.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006443,COM TX 031023/I006443,85053,2023-03-13,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,3081,COM TX 031723/3081,85253,2023-03-20,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006509,COM TX 032123/I006509,PCard,2023-03-22,70.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006509,COM TX 032123/I006509,PCard,2023-03-22,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006513,COM TX 032123/I006513,PCard,2023-03-22,130.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006513,COM TX 032123/I006513,PCard,2023-03-22,150.00
1000,41,41110-515340-00000000-,1000-41-41110-515340-00000000-,AAET LLC,3510,UPS BACKUP POWER SUPPORT FOR NAMACC,PCard,2023-03-21,3900.00
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,U1199/006786,FEB 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90000557,2023-03-13,2923.90
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,U1199/006786,FEB 2023 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,90000557,2023-03-13,1978.10
1000,18,00000-515372-00000000-,1000-18-00000-515372-00000000-,ALABAMA BIG TEN MAYORS ASSOCIATION,2023-01,BLANKET - OUTSIDE LEGAL SERVICES - BIG 10,85256,2023-03-20,10581.39
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,302326,Payroll Run 1 - Warrant 230319,85419,2023-03-24,21877.42
1000,42,42100-515340-00000000-,1000-42-42100-515340-00000000-,ALABAMA DEPARTMENT OF PUBLIC HEALTH OFFICE OF EMS,M.WHITMAN EMS 3/15/2,EMS LICENSE REINSTATMENT-M.WHITMAN,85258,2023-03-16,12.00
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022419-022424,MU TAG FOR EQUIPMENT# 022419-022424,85058,2023-03-13,145.50
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 094625,MU TAG FOR EQUIPMENT# 094625,85058,2023-03-13,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022594,MU TAG FOR EQUIPMENT# 022594,85058,2023-03-13,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 030717-030718,MU TAG FOR EQUIPMENT# 030717 & 030718,85058,2023-03-13,48.50
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 094610,MU TAG FOR EQUIPMENT# 094610,85058,2023-03-13,1.25
