fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2871,COM TX 092322/2871,80108,2022-09-27,150.00
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,951666,JULY BILL FOR AUG CANCER & OFF-THE-JOB PREMIUMS,80109,2022-09-29,4513.23
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,951666,JULY BILL FOR AUG CANCER & OFF-THE-JOB PREMIUMS,80109,2022-09-29,3218.04
1000,41,41101-515790-00000000-,1000-41-41101-515790-00000000-,ALABAMA ASSOCIATION OF POLYGRAPH EXAMINERS,2022 POLYGRAPH SEMNR,2022 AL ASSOC OF POLYGRAPH EXAMINERS SEMINAR,80007,2022-09-27,1000.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,283271,Payroll Run 1 - Warrant 221002,80499,2022-10-07,22863.65
1000,19,00000-502150-00000000-,1000-19-00000-502150-00000000-,ALABAMA DEPARTMENT OF LABOR,22-0536,STATE REQ WC FEES,80400,2022-10-04,7496.00
1000,19,00000-502160-00000000-,1000-19-00000-502160-00000000-,ALABAMA DEPARTMENT OF LABOR,Q3 2022 UNEMP TAX,UNEMPLOYMENT TAX FOR Q3 2022,80004,2022-09-26,26379.27
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG#022338-42,MUTAG FOR EQUIPMENT# 022338-42,80359,2022-09-30,6.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022385,MU TAG FOR EQUIPMENT#022385,80357,2022-09-30,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 080233,MU TAG FOR EAIPMENT# 080233,80358,2022-09-30,2.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,283273,Payroll Run 1 - Warrant 221002,80501,2022-10-07,1421.42
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 030689 0922,MU TAG REPLACEMENT FOR EQUIP# 030689,80402,2022-09-30,2.00
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 094598,MU TAG TRANSFER FOR EQUIP# 094598,80401,2022-10-05,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 30704,MU TAG FOR EQUIPMENT# 03704,80522,2022-10-10,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022438,MU TAG FOR EQUIP# 022438,80523,2022-10-10,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022365,MU TAG FOR EQUIP# 022365,80524,2022-10-10,24.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022367,MU TAG FOR EQUIP# 022367,80525,2022-10-10,24.25
