fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004542,COM TX 060222/I004542,75912,2022-06-03,110.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004542,COM TX 060222/I004542,75912,2022-06-03,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004541A,,75913,2022-06-03,160.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,267475,Payroll Run 1 - Warrant 220529,75889,2022-06-03,21818.27
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,267477,Payroll Run 1 - Warrant 220529,75891,2022-06-03,1076.73
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022362,MU TAG TRANSFER FOR EQUIPMENT# 022362,76031,2022-06-08,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022313,MU TAG TRANSFER FOR EQUIPMENT# 022313,76032,2022-06-08,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 030682,MU TAG TRANSFER FOR EQUIPMENT# 030682,76033,2022-06-08,1.25
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,MAY STATE TAXES 2022,STATE WITHHOLDING TAXES MAY 2022,75787,2022-06-02,414815.24
1000,71,71100-515340-00000000-,1000-71-71100-515340-00000000-,ALABAMA DEPARTMENT OF TRANSPORTATION,STANDARD SPEC-060722,2022 EDITION OF STAND SPEC FOR HWY CONST,76036,2022-06-07,420.00
1000,52,52200-515790-00000000-,1000-52-52200-515790-00000000-,ALABAMA DEPTARTMENT OF AGRICULTURE,PERMIT# 2002942,APPLICATION-COMMERCIAL PESTICIDE APPLICATOR PERMIT,76029,2022-06-07,45.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336916,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,75916,2022-06-03,68.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336881,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,75916,2022-06-06,195.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336882,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,75916,2022-06-06,455.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134214,LAWN MAINTENANCE (BLANKET),76034,2022-06-08,265.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134213,LAWN MAINTENANCE (BLANKET),76034,2022-06-08,1246.00
