fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005020,COM TX 072822/I005020,77834,2022-08-01,150.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005020,COM TX 072822/I005020,77834,2022-08-01,195.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I005018A,WINSHIELD REPLACEMENT AND MATERIALS,77835,2022-08-01,480.00
1000,00,00000-210290-00000000-,1000-00-00000-210290-00000000-,AFLAC,075952,PPE 7/10/22 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,78164,2022-08-10,1623.17
1000,00,00000-210300-00000000-,1000-00-00000-210300-00000000-,AFLAC,075952,PPE 7/10/22 CANCER & OFF-THE-JOB ACCIDENT PREMIUM,78164,2022-08-10,1122.62
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,276082,Payroll Run 1 - Warrant 220807,78284,2022-08-12,23428.89
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 030691,MU TAG TAG TRANSFER FOR EQUIPMENT# 030691,77946,2022-08-03,1.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 080239,MU TAG REPLACEMENT FOR EQUIPMENT FOR EQUIP# 080239,77947,2022-08-03,2.00
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022325-022331,MU TAG FOR EQUIPMENT# 022325-022331,77949,2022-08-03,218.25
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG# 022435-022436,MU TAG FOR EQUIPMENT# 022435-022436,77948,2022-08-03,48.50
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG 0300692-4,"MU TAG TRANSFER-EQUIP# 030692,030693,030694",78167,2022-08-09,3.75
1000,15,15100-515340-00000000-,1000-15-15100-515340-00000000-,ALABAMA DEPARTMENT OF REVENUE,MUTAG 022437,MU TAG FOR EQUIP# 022437,78167,2022-08-09,24.25
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,276084,Payroll Run 1 - Warrant 220807,78286,2022-08-12,913.20
1000,00,00000-210130-00000000-,1000-00-00000-210130-00000000-,ALABAMA DEPARTMENT OF REVENUE,JULY 2022 STATE TAX,STATE WITHHOLDING TAX JULY 2022,77945,2022-08-02,608110.04
1000,43,00000-515790-00000000-,1000-43-00000-515790-00000000-,ALABAMA JUDICIAL COLLEGE,22 COURT REF IN-SVC,2022 REGISTRATION-COURT REFERRAL ANNUAL IN-SVC,77977,2022-08-03,1575.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134508,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,170.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134055,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,486.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134122,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,1246.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134562,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,250.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134123,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,265.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,134124,LAWN MAINTENANCE (BLANKET),78038,2022-08-04,485.00
1000,75,75100-515370-00000000-,1000-75-75100-515370-00000000-,ALABAMA LINE LOCATION CENTER INC.,0722122,MONTHLY PARTICIPATION ***BLANKET PO***,78168,2022-08-09,2573.77
1000,00,00000-210200-00000000-,1000-00-00000-210200-00000000-,ALABAMA PEACE OFFICERS ANNUITY & BENEFIT FUND,276080,Payroll Run 1 - Warrant 220807,78285,2022-08-12,1410.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22036,TRAN SERV-A. F. ROQUE-CS# U1276288,77951,2022-08-03,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22118,TRAN SERV-A. S. CANTERERO- CS#11176161-11176403-04,77951,2022-08-03,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22260,TRAN SERV S. CASLAROV-CS# 11170925,78039,2022-08-04,120.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21617,TRAN SERV LATE CANCEL-CS# 11142501,78039,2022-08-04,125.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22255,TRAN SERV NO SHOW,78039,2022-08-04,60.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22280,TRAN SERV V. RAMIREZ-CS# 11096812,78039,2022-08-04,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22281,TRAN SERV A. GONZALEZ-CS# 11137222,78039,2022-08-04,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,22278,TRAN SERV J. PABLO-CS# 11180743-44-45,78039,2022-08-04,75.00
1000,30,30200-515520-00000000-,1000-30-30200-515520-00000000-,ALESHIA LEE,A. LEE 072522,BLANKET-ZUMBA INSTRUCTOR @ MAX LUTHER CC,78040,2022-08-05,100.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,40498,COM TX 072822/40498,77840,2022-08-01,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49501,COM TX 072822/49501,77840,2022-08-01,275.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49502,COM TX 072822/49502,77840,2022-08-01,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49508,COM TX 080222/49508,78041,2022-08-03,40.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49509,COM TX 080222/49509,78041,2022-08-03,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALL SHARPE INC,49510,COM TX 080222/49510,78041,2022-08-03,275.00
